artist,title,lyrics
coldplay, dear you  i am terrified  i am so scared  because the last    ,scared of losing all the time he wrote it in a letter he was a friend of mine he heard you could see your future inside a glass of water the ripples and the lines and he asked will i see heaven in mine  that is just the way it was nothing could be better and nothing ever was oh  they say you can see your future inside a glass of water the riddles and the rhymes will i see heaven in mine  oh  oh  oh son  dont ask neither half full nor empty is your glass cling to the mast spend your whole life living in the past going nowhere fast so he wrote it on a wall the hollowest of halos is no halo at all television selling plastic figurines of leaders saying nothing at all and you chime  stars in heaven align oh  oh  oh son  dont ask neither half full nor empty is your glass cling to the mast spend your whole life living in the past going nowhere fast and what are we drinking when were done  glasses of water
coldplay,coldplay   major minus  ,they got one eye watching you one eye on what you do so be careful who it is youre talking to they got one eye watching you one eye on what you do so be careful what it is youre trying to do and be careful when youre walking in the view just be careful when youre walking in the view ooh ooh ooh  ooh ooh ooh ooh got one eye on the road and one on you ooh ooh ooh  ooh ooh ooh ooh got one eye on the road and one on they got one eye watching you and one eye on what you do so be careful cause nothing they say is true d dont believe a word  its us against the world and we just got to turn up to be heard hear the crocodiles ticking round the world hear those crocodiles ticking  they go ticking round the world ooh ooh ooh  ooh ooh ooh ooh got one eye on the road and one on you ooh ooh ooh  ooh ooh ooh ooh got one eye on the road and you could hear them climbing the stairs i got my right side fighting while my left hides under the chairs ooh ooh ooh  ooh ooh ooh ooh got one eye on the road and one on you ooh ooh ooh  ooh ooh ooh ooh got one eye on the road and one on you
coldplay,feist   1234    ,1  2  1  2  3  4 yeah i was working part time in a five and dime my boss was mr  mcgee he told me several times that he didnt like my kind cause i was a bit too leisurely seems that i was busy doing something close to nothing but different than the day before thats when i saw her  ooh  i saw her she walked in through the out door  out door she wore a raspberry beret the kind you find in a second hand store raspberry beret and if it was warm she wouldnt wear much more raspberry beret i think i love her built like she was she had the nerve to ask me if i planned to do her any harm so  look here i put her on the back of my bike and a we went riding down by old man johnsons farm i said now  overcast days never turned me on but something about the clouds and her mixed she wasnt too bright but i could tell when she kissed me she knew how to get her kicks she wore a raspberry beret the kind you find in a second hand store raspberry beret and if it was warm she wouldnt wear much more raspberry beret i think i love her the rain sounds so cool when it hits the barn roof and the horses wonder who you are thunder drowns out what the lightning sees you feel like a movie star listen they say the first time aint the greatest but i tell ya if i had the chance to do it all again i wouldnt change a stroke cause baby im the most with a girl as fine as she was then the kind you find  the kind you find  oh no no where have all the raspberry women gone   yeah  i think i    i think i    i think i love her no no no no no no  tell me where have all the raspberry women gone   i think i love   
coldplay,filter   take a picture  official       ,then i take a picture of something you see you see  you see  you see  you see  in the future  in the future  in the future  in the future  in the future where will i be  oh  please talk to me can you fill the colors missing you need  will i ever get the answer i need  oh  please talk to me please talk to me
coldplay,help is round the corner,stuck here  in the middle of nowhere with a headache and a heavy heart oh well nothing was going quite right here and im tired  i cant play my part come on  come on oh what a state im in come on  come on why wont it just sink in  that help is just around the corner for us oh my head just wont stop achin and im sat here lickin my wounds and im shattered but it really doesnt matter cos my rescue is gonna be here soon come on  come on oh what a state im in come on  come on why wont it just sink in  help is just around the corner for us that help is just around the corner for us oh that help is just around the corner for us
coldplay,life in technicolor ii   coldplay    ,theres a wild wind blowing down the corner of my street every night there  the headlights are glowing theres a cold war coming on the radio  i heard baby  its a violent world love  dont let me go wont you take me where the street lights glow  i can hear it coming  i can hear the siren sound now my feet wont touch the ground time came a creeping and times a loaded gun every road is a ray of light it goes on  time only can lead you on still its such a beautiful night love  dont let me go wont you take me where the street lights glow  i can hear it coming like a serenade of sound now my feet wont touch the ground gravity  release me and dont ever hold me down now my feet wont touch the ground
coldplay,something just like this,ive been reading books of old the legends and the myths achilles and his gold hercules and his gifts spidermans control and batman with his fists and clearly i dont see myself upon that list but she said  whered you wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can kiss i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this i want something just like this i want something just like this pop  pop  pop that drop  and i said what  she said  whered you wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can kiss i want something just like this oh  i want something just like this oh  i want something just like this pop  pop  pop that drop  and i said what 
coldplay,coldplay   sparks  ,did i drive you away  i know what youll say you say  oh  sing one you know but i promise you this ill always look out for you yeah  thats what ill do i say  oh i say  oh my heart is yours its you that i hold on to yeah  thats what i do and i know i was wrong but i wont let you down oh yeah i will  yeah i will  yes i will i said  oh i cry  oh yeah  i saw sparks yeah  i saw sparks and i saw sparks yeah  i saw sparks sing it out la la la la  oh la la la la  oh la la la la  oh la la la la  oh
coldplay,heroes   david bowie    ,i  i wish you could swim like the dolphins  like dolphins can swim though nothing  nothing will keep us together we can beat them  forever and ever oh we can be heroes  just for one day i  i will be king and you  you will be queen though nothing  will drive them away we can be heroes  just for one day we can be us  just for one day i  i can remember  standing  by the wall  and the guns  shot above our heads  and we kissed  as though nothing could fall  and the shame  was on the other side oh we can beat them  forever and ever then we could be heroes  just for one day we can be heroes we can be heroes we can be heroes just for one day we can be heroes
coldplay,coldplay   fix you  ,when you try your best but you dont succeed when you get what you want but not what you need when you feel so tired but you cant sleep stuck in reverse and the tears come streaming down your face when you lose something you cant replace when you love someone but it goes to waste could it be worse  lights will guide you home and ignite your bones i will try to fix you high up above or down below when youre too in love to let it go but if you never try youll never know just what youre worth lights will guide you home and ignite your bones and i will try to fix you tears stream down your face when you lose something you cannot replace tears stream down your face and i tears stream down your face i promise you i will learn from my mistakes tears stream down your face and i lights will guide you home and ignite your bones and i will try to fix you
coldplay,coldplay   speed of sound  ,how long before i get in  before it starts  before i begin  how long before you decide  before i know what it feels like  where to  where do i go  if you never try  then youll never know how long do i have to climb up on the side of this mountain of mine  look up  i look up at night planets are moving at the speed of light climb up  up in the trees every chance that you get is a chance you seize how long am i gonna stand with my head stuck under the sand  ill start before i can stop before i see things the right way up all that noise  and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then youd understand ideas that youll never find all the inventors could never design the buildings that you put up japan and china all lit up the sign that i couldnt read or a light that i couldnt see some things you have to believe but others are puzzles  puzzling me all that noise  and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then youd understand ah when you see it then youll understand all those signs  i knew what they meant some things you can invent some get made  and some get sent birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then youd understand ah  when you see it then youll understand
coldplay,leonard cohen   suzanne  ,suzanne takes you down to her place near the river you can hear the boats go by you can spend the night beside her and you know that shes half crazy but thats why you want to be there and she feeds you tea and oranges that come all the way from china and just when you mean to tell her that you have no love to give her then she gets you on her wavelength and she lets the river answer that youve always been her lover and you want to travel with her and you want to travel blind and you know that she will trust you for youve touched her perfect body with your mind and jesus was a sailor when he walked upon the water and he spent a long time watching from his lonely wooden tower and when he knew for certain only drowning men could see him he said all men will be sailors then until the sea shall free them but he himself was broken long before the sky would open forsaken  almost human he sank beneath your wisdom like a stone and you want to travel with him and you want to travel blind and you think maybe youll trust him for hes touched your perfect body with his mind now suzanne takes your hand and she leads you to the river she is wearing rags and feathers from salvation army counters and the sun pours down like honey on our lady of the harbour and she shows you where to look among the garbage and the flowers there are heroes in the seaweed there are children in the morning they are leaning out for love and they will lean that way forever while suzanne holds the mirror and you want to travel with her and you want to travel blind and you know that you can trust her for shes touched your perfect body with her mind
coldplay,michael jackson   billie jean  ,she was more like a beauty queen from a movie scene i said dont mind  but what do you mean i am the one who will dance on the floor in the round she said i am the one  who will dance on the floor in the round she told me her name was billie jean  as she caused a scene then every head turned with eyes that dreamed of being the one who will dance on the floor in the round people always told me be careful of what you do and dont go around breaking young girls hearts and mother always told me be careful of who you love and be careful of what you do cause the lie becomes the truth billie jean is not my lover shes just a girl who claims that i am the one but the kid is not my son she says i am the one  but the kid is not my son for forty days and forty nights the law was on her side but who can stand when shes in demand her schemes and plans cause we danced on the floor in the round so take my strong advice  just remember to always think twice she told my baby wed danced till three  then she looked at me then showed a photo my baby cried his eyes were like mine  cause we danced on the floor in the round  baby people always told me be careful of what you do and dont go around breaking young girls hearts she came and stood right by me just the smell of sweet perfume this happened much too soon she called me to her room billie jean is not my lover shes just a girl who claims that i am the one but the kid is not my son billie jean is not my lover shes just a girl who claims that i am the one but the kid is not my son she says i am the one but the kid is not my son she says i am the one but the kid is not my son billie jean is not my lover shes just a girl who claims that i am the one but the kid is not my son she says i am the one but the kid is not my son she says i am the one  you know what you did  she says he is my son breaking my heart babe  she says i am the one billie jean is not my lover billie jean is not my lover billie jean is not my lover billie jean is not my lover billie jean is not my lover billie jean is not my lover
coldplay,coldplay   viva la vida  ,i used to rule the world seas would rise when i gave the word now in the morning i sleep alone sweep the streets i used to own i used to roll the dice feel the fear in my enemys eyes listen as the crowd would sing now the old king is dead  long live the king  one minute i held the key next the walls were closed on me and i discovered that my castles stand upon pillars of salt and pillars of sand i hear jerusalem bells a ringing roman cavalry choirs are singing be my mirror  my sword and shield my missionaries in a foreign field for some reason i cant explain once you go there was never never an honest word and that was when i ruled the world it was the wicked and wild wind blew down the doors to let me in shattered windows and the sound of drums people couldnt believe what id become revolutionaries wait for my head on a silver plate just a puppet on a lonely string oh who would ever want to be king  i hear jerusalem bells a ringing roman cavalry choirs are singing be my mirror  my sword and shield my missionaries in a foreign field for some reason i cant explain i know saint peter wont call my name never an honest word but that was when i ruled the world i hear jerusalem bells a ringing roman cavalry choirs are singing be my mirror  my sword and shield my missionaries in a foreign field for some reason i cant explain i know saint peter wont call my name never an honest word but that was when i ruled the world
coldplay,politik,look at earth from outer space  everyone must find their place give me time and give me space  give me real  dont give me fake give me strength  reserve  control  give me heart and give me soul give me time  give us a kiss  tell me your own politik open up your eyes  open up your eyes open up your eyes  open up your eyes give me one  cause one is best  and in confusion  confidence give me peace of mind and trust  and dont forget the rest of us give me strength  reserve  control  give me heart and give me soul wounds that heal and cracks that fix  tell me your own politik open up your eyes  open up your eyes open up your eyes  open up your eyes just open up your eyes    and give me love over love over  love over this and give me love over love over  love over this
coldplay,hrvy   talk to ya  official video     ,so you dont know where youre going oh  i wanna talk to you oh  i wanna talk to you oh  i wanna talk to you oh  i wanna talk to you you can take a picture of something you see or swim a river out to the sea you can climb a ladder up to the sun or write a song nobody has sung or do something thats never been done and theyre talking it to me and theyre talking it to me and theyre talking it to me and theyre talking it to me you can take a picture of something you see or swim a river out to the sea you can climb a ladder up to the sun or write a song nobody has sung or do something thats never been done so you dont know where youre going and you wanna talk  you tell anyone wholl listen  but you feel ignored  when you worry about the future and the 3rd world war when you worry about the future and the 3rd world war
coldplay,coldplay   yes  ,when it started we had high hopes now my backs on the line my backs on the ropes when it started we were alright but night makes a fool of us in the daylight there we were dying of frustration saying  lord lead me not into temptation but it s not easy when she turns you on sin  stay gone if you d only  if you d only say yes whether you wills anybody s guess god  only god knows im trying my best but i m just so tired of this loneliness hey  so up they picked me by the big toe i was held from the rooftop then they let go dizzily screaming let the windows down  as i crumble to the ground if youd only if youd only say yes whether you wills anybodys guess god  only god knows she wont let me rest but im just so tired of this loneliness ive become so tired of this loneliness
coldplay,coldplay   a head full of dreams  ,oh  i think i landed in a world i hadnt seen when im feeling ordinary when i dont know what i mean oh  i think i landed where there are miracles at work for the thirst and for the hunger come the conference of birds saying its true  its not what it seems leave your broken windows open and in the light just streams and you get a head  a head full of dreams you can see the change you wanted be what you want to be and you get a head  a head full of dreams into life  i ve just been spoken with a head full  a head full of dreams oh  i think i landed where there are miracles at work when you got me open handed when you got me lost for words i sing oh oh oh a head full of dreams a head full of dreams into life i ve just been woken with a head full  a head full of dreams
coldplay,coldplay   white shadows  ,when i was a young boy i tried to listen and i want to feel like that little white shadows blink and miss them part of a system i am if you ever feel like somethings missing things youll never understand little white shadows sparkle and glisten part of a system  a plan all this noise  im waking up all this space im taking up all this sound is breaking up oh maybe youll get what you wanted maybe youll stumble upon it everything you ever wanted in a permanent state maybe youll know when you see it maybe if you say it youll mean it and when you find it you keep it in a permanent state a permanent state when i was a young boy i tried to listen dont you want to feel like that  youre part of the human race all of the stars and the outer space part of the system  a plan all this noise  im waking up all this space im taking up i cannot hear  youre breaking up oh maybe youll get what you wanted maybe youll stumble upon it everything you ever wanted in a permanent state maybe youll know when you see it maybe if you say it youll mean it and when you find it you keep it in a permanent state a permanent state swimming on a sea of faces the tide of the human race  and so an answer now is what i need i see it in the new sun rising i see it break on your horizon  oh come on love  stay with me
coldplay,don t panic,bones  sinking like stones all that we fought for homes  places we ve grown all of us are done for we live in a beautiful world yeah  we do  yeah  we do we live in a beautiful world bones  sinking like stones all that we fought for homes  places we ve grown all of us are done for and we live in a beautiful world yeah  we do  yeah  we do we live in a beautiful world and we live in a beautiful world yeah  we do  yeah  we do we live in a beautiful world oh  all that i know theres nothing here to run from cause yeah  everybody heres got somebody to lean on
coldplay,oasis   don t look back in anger  ,slip inside the eye of your mind dont you know you might find a better place to play  you said that youd never been but all the things that youve seen they slowly fade away so i start a revolution from my bed cause you said the brains i had went to my head step outside  summertimes in bloom stand up beside the fireplace take that look from off your face cause you aint ever gonna burn my heart out and so  sally can wait she knows its too late as were walking on by her soul slides away but dont look back in anger i heard you say take me to the place where you go where nobody knows if its night or day please dont put your life in the hands of a rocknroll band wholl throw it all away im gonna start a revolution from my bed cause you said the brains i had went to my head step outside  the summertimes in bloom stand up beside the fireplace take that look from off your face cause you aint ever gonna burn my heart out and so  sally can wait she knows its too late as shes walking on by my soul slides away but dont look back in anger i heard you say so  sally can wait she knows its too late as were walking on by her soul slides away but dont look back in anger i heard you say so  sally can wait she knows its too late as shes walking on by my soul slides away but dont look back in anger dont look back in anger i heard you say at least not today
coldplay,viva la vida       coldplay,i used to rule the world seas would rise when i gave the word now in the morning i sweep alone sweep the streets i used to own i used to roll the dice feel the fear in my enemys eyes listen as the crowd would sing  now the old king is dead  long live the king  one minute i held the key next the walls were closed on me and i discovered that my castles stand upon pillars of salt and pillars of sand i hear jerusalem bells a ringing roman cavalry choirs are singing be my mirror my sword and shield my missionaries in a foreign field for some reason i cant explain once you go there was never  never an honest word that was when i ruled the world it was the wicked and wild wind blew down the doors to let me in shattered windows and the sound of drums people couldnt believe what id become revolutionaries wait for my head on a silver plate just a puppet on a lonely string oh who would ever want to be king  i hear jerusalem bells a ringing roman cavalry choirs are singing be my mirror my sword and shield my missionaries in a foreign field for some reason i cant explain i know saint peter will call my name never an honest word but that was when i ruled the world i hear jerusalem bells a ringing roman cavalry choirs are singing be my mirror my sword and shield my missionaries in a foreign field for some reason i cant explain i know saint peter will call my name never an honest word but that was when i ruled the world oooooh oooooh oooooh
coldplay,coldplay   the scientist  ,come back to meet you tell you im sorry you dont know how lovely you are i had to find you tell you i need you tell you i set you apart nobody said it was easy oh its such a shame for us to part nobody said it was easy no one ever said it would be this hard oh take me back to the start i was just guessing at numbers and figures pulling your puzzles apart questions of science  science and progress do not speak as loud as my heart tell me you love me come back and haunt me oh and i rush to the start running in circles  chasing our tails coming back as we are nobody said it was easy oh its such a shame for us to part nobody said it was easy no one ever said it would be so hard oh take me back to the start oh take me back to the start oh take me back to the start oh take me back to the start
coldplay,the scientist   coldplay    ,come up to meet you  tell you im sorry you dont know how lovely you are i had to find you  tell you i need you tell you i set you apart tell me your secrets  and ask me your questions oh  lets go back to the start running in circles  coming up tails heads on a science apart nobody said it was easy its such a shame for us to part nobody said it was easy no one ever said it would be this hard oh  take me back to the start i was just guessing at numbers and figures pulling the puzzles apart questions of science  science and progress do not speak as loud as my heart tell me you love me  come back and haunt me oh  and i rush to the start running in circles  chasing our tails coming back as we are nobody said it was easy its such a shame for us to part nobody said it was easy no one ever said it would be this hard im going back to the start oh ooh ooh ooh ooh ooh ah ooh ooh ooh ooh ooh oh ooh ooh ooh ooh ooh oh ooh ooh ooh ooh ooh
coldplay,something just like this,ive been reading books of old the legends and the myths achilles and his gold hercules and his gifts spidermans control and batman with his fists and clearly i dont see myself upon that list but she said  whered you wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can kiss i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this i want something just like this ive been reading books of old the legends and the myths the testaments they told the moon and its eclipse and superman unrolls a suit before he lifts but im not the kind of person that it fits she said  whered you wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can miss i want something just like this i want something just like this oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo whered you wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can kiss i want something just like this oh  i want something just like this oh  i want something just like this oh  i want something just like this
coldplay,life is for living,now i never meant to do you wrong thats what i came here to say but if i was wrong then im sorry dont let it stand in our way cause my head just aches when i think of the things that i shouldnt have done but life is for living we all know and i dont want to live it alone sing ah  ah  oh sing ah  ah  oh and just sing ah  ah  oh
coldplay,princess of china   coldplay    ,oh  oh oh oh  oh oh oh  oh oh oh once upon a time  somebody ran somebody ran away saying fast as i can ive got to go  ive got to go once upon a time  we fell apart youre holding in your hands the two halves of my heart oh oh  oh oh oh oh  oh oh oh  oh oh oh  oh oh oh once upon a time  we burned bright now all we ever seem to do is fight on and on and on and on and on once upon a time on the same side once upon a time on the same side in the same game and whyd you have to go  have to go and throw water on my flame i couldve been a princess  youd be a king couldve had a castle  and worn a ring but no  you let me go i couldve been a princess  youd be a king couldve had a castle  and worn a ring but no  you let me go you stole my star la  la  la  la  la  la  la  la la  la  la  la  la  la  la  la la  la  la  la you stole my star la  la  la  la  la  la  la  la oh  oh oh oh  oh oh oh  oh oh oh oh  oh oh oh  oh oh oh  oh oh oh cause you really hurt me no  you really hurt me cause you really hurt me no  you really hurt me cause you really hurt me oh  you really hurt me  oh cause you really hurt me oh  you really hurt me
coldplay,the scientist   coldplay,come up to meet you  tell you im sorry you dont know how lovely you are i had to find you  tell you i need you tell you ill set you apart tell me your secrets  and ask me your questions oh lets go back to the start running in circles  coming in tails heads on a science apart nobody said it was easy its such a shame for us to part nobody said that was easy no one ever said it would be this hard oh take me back to the start i was just guessing at numbers and figures pulling the puzzles apart questions of science  science and progress dont speak as loud as my heart tell me you love me  and come back and haunt me oh  when i rush to the start running in circles  chasing tails coming back as we are nobody said it was easy its such a shame for us to part nobody said that was easy no one ever said it would be so hard im going back to the start
coldplay, 19 kids and counting  duggar mountain way  tv episode    ,climb up your mountain nineteen and counting you have got seven i have got one blinded and hurting this im deserving ive got my secrets youve only got the sleeping sun when youve got a secret then youve got to keep it when you have a question answers will come running and hiding taking dividing youve got your secrets ive only got the sleeping sun the sleeping sun singing oooh um ohhhh oh ahhh ahh oh oh oh oh oh oh and you as i saw were a piece in a jigsaw run up the divide and tip of the tongue run round the houses north and the south is youve got your answers we have both got the sleeping sun the sleeping sun singing oooh um ohhhh oh ahhh ahh oh oh oh oh oh oh
coldplay,coldplay   fix you  ,when you try your best  but you dont succeed when you get what you want  but not what you need when you feel so tired  but you cant sleep stuck in reverse and the tears come streaming down your face when you lose something you cant replace when you love someone  but it goes to waste could it be worse  lights will guide you home and ignite your bones and i will try to fix you and high up above or down below when youre too in love to let it go but if you never try  youll never know just what youre worth lights will guide you home and ignite your bones and i will try to fix you tears stream down your face when you lose something you cannot replace tears stream down your face  and i tears stream down your face i promise you i will learn from my mistakes tears stream down your face  and i lights will guide you home and ignite your bones and i will try to fix you
coldplay,skiibii   somebody  official video    kizz  iel    ,somebody  oh  somebody  eh  somebody  oh somebody  oh  somebody  eh  somebody  oh somebody  oh  somebody  eh  somebody  oh somebody  oh  somebody  eh  somebody  oh ive been reading books of old the legends and the myths achilles and his gold hercules and his gifts spidermans control and batman with his fists and clearly i dont see myself upon that list but she said  whered you wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can kiss i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this i want something just like this oh  i want something just like this somebody  oh  somebody  eh  somebody  oh i want something just like this somebody  oh  somebody  eh  somebody  oh ive been reading books of old the legends and the myths the testaments they told the moon and its eclipse and superman unrolls a suit before he lifts but im not the kind of person that it fits she said  whered you wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can miss i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo doo doo doo doo  doo doo doo oh  i want something just like this somebody  oh  somebody  eh  somebody  oh i want something just like this somebody  oh  somebody  eh  somebody  oh oh  i want something just like this somebody  oh  somebody  eh  somebody  oh i want something just like this somebody  oh  somebody  eh  somebody  oh i want something just like this somebody  oh  somebody  eh  somebody  oh
coldplay,something just like this,ive been reading books of old the legends and the myths achilles and his gold hercules and his gifts spider mans control and batman with his fists and clearly i dont see myself upon that list but she said  where dyou wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can kiss i want something just like this doo doo doo  doo doo doo doo doo doo  doo  doo doo doo doo  doo doo doo oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo  doo doo doo doo  doo doo doo oh  i want something just like this i want something just like this ive been reading books of old the legends and the myths the testaments they told the moon and its eclipse and superman unrolls a suit before he lifts but im not the kind of person that it fits she said  where dyou wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can miss i want something just like this i want something just like this oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo  doo doo doo doo  doo doo doo oh  i want something just like this doo doo doo  doo doo doo doo doo doo  doo  doo doo doo doo  doo doo doo where dyou wanna go  how much you wanna risk  im not looking for somebody with some superhuman gifts some superhero some fairytale bliss just something i can turn to somebody i can kiss i want something just like this oh  i want something just like this oh  i want something just like this oh  i want something just like this
coldplay,jorja smith   be honest     burna boy   lyric video ,so you lost you trust and you never should have  no you never should have but dont break your back  if you ever see this but dont answer that chorus   in a bullet proof vest  with the windows all closed ill been doing my best  ill see you soon in a telescope lens  and when all you wants friends ill see you soon so it came for you it came snapping at your heels it came snapping at your heels but dont break your back if you ever say this but dont answer that chorus ill see you soon and oh  you lost your trust and oh  you lost your trust no  dont lose your trust no  you lost your trust
coldplay,in my place   coldplay,in my place  in my place were lines that i couldnt change i was lost  oh yeah and i was lost  i was lost crossed lines i shouldnt have crossed i was lost  oh yeah yeah  how long must you wait for it  yeah  how long must you pay for it  yeah  how long must you wait for it  for it i was scared  i was scared tired and underprepared but i wait for it and if you go  if you go and leave me down here on my own then ill wait for you  yeah yeah  how long must you wait for it  yeah  how long must you pay for it  yeah  how long must you wait for it  for it sing it please  please  please come back  come sing to me to me  me come on and sing it out now  now come on and sing it out to me  me come back and sing in my place  in my place were lines that i couldnt change i was lost  oh yeah oh  yeah
coldplay,such a rush   coldplay,such a rush to do nothing at all such a fuss to do nothing at all such a rush to do nothing at all such a rush to get nowhere at all such a fuss to do nothing at all such a rush and its just like you said its just like you said such a rush to do nothing at all such a fuss to get nowhere at all such a rush  such a rush and its just like you said its just like you said so slow down please just slow down so slow down please just slow down such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush look at all the people going after money far too many people looking for their money everybodys out there trying to get money why cant you just tell me  trying to get money  rush such a rush we all rush such a rush such a rush such a rush such a rush such a rush such a rush such a rush
coldplay,darkness before the dawn   caleb hyles,in the darkness before the dawn in the darkness before the dawn leave a light  a light on leave a light  a light on in the darkness before the dawn in the swirling of the storm in the swirling of the storm when im rolling with the punches and hope is gone leave a light  a light on leave a light  a light on millions of miles from home in the swirling swimming on when im rolling with the thunder but bleed from thorns leave a light  a light on leave a light  a light on leave a light  a light on leave a light  a light on
coldplay,fall asleep with waves all night long  ocean sounds for    ,sleep on the ocean sleep on the sand ive been very busy since the fall of man son of the devil you wont understand now come on  baby thats a sudden end speak of the devil inside my head youve been very busy since the worlds gonna end tired of the symbol the sun  the sand talk a little louder  i dont understand gonna get the supper to the world tonight im gonna fall asleep theres a tiny little sin ive gotta do got to say that im only holding up at night turn with the flow  or this storm theres a world outside  wanna let you in theres a world outside  not going in the world outside  wont let you in love  love got over that storm before you get somewhere oh  love got over that storm ive got a wife and kids in baltimore  jack i went out for a ride  and i never came back
coldplay,coldplay   bloodless revolution  ,an people wanna fight for fun but what is a battle when the wars already been won people wanna break whats built theres no use crying when the milks already been spilt heres a needle  heres a thread sew yourself up  clear your head heres a needle  heres a thread oh no  i meant exactly what i said you might find that youre useless no better than a hole in the ground you might find that youre useless no better than a hole in the ground well  look at all the cavemen going turning over to the shore ohhh gonna want to run around with someone who will let you down ohhh im only looking for a bloodless revolution im only looking for a bloodless revolution im only looking for a bloodless revolution
coldplay,death and all his friends   coldplay    ,all winter  we got carried away over on the rooftops  lets get married all summer  we just hurried so come over  just be patient and don t worry so come over  just be patient and don t worry so come over  just be patient and don t worry and don t worry
coldplay,gravity   coldplay    ,baby  its been a long time coming such a long  long time and i cant stop running such a long  long time can you hear my heart beating  can you hear that sound  cause i cant help thinking and i wont stop now and then i looked up at the sun and i could see oh  the way that gravity pulls on you and me and then i looked up at the sky and saw the sun and the way that gravity pushes on everyone on everyone baby  when your wheels stop turning and you feel let down and it seems like troubles have come all around i can hear your heart beating i can hear that sound but i cant help thinking and i wont look now and then i looked up at the sun and i could see oh  the way that gravity pulls on you and me and then i looked up at the sky and saw the sun and the way that gravity pushes on everyone on everyone on everyone on everyone on everyone on everyone
coldplay,michael schulte   back to the start        ,from the very start  it came apart  it broke up into pieces and there was a chance i couldve missed it it could risked it but i put myself into your hands cause youre not just anyone youre a ladder to the sun oh  youre not just anyone youre a ladder to the sun i shouldve run my courses for the opposing forces and all men are just mortals  and if you want me  you can have me take me  oh baby  grab me cause if you want me  then you can have me cause youre not just anyone youre a ladder to the sun oh  youre not just anyone youre a ladder to the sun oh now boy  what you been and done you set a course that you couldnt run oh now boy  what you been and done i had it all and i risked it a chance and i missed it i had it and i risked it all and i risked it all i risked it all a ladder to the a ladder to the sun a ladder to the a ladder to the sun a ladder to the a ladder to the sun i had it all and i risked it all a ladder to the a ladder to the sun a ladder to the a ladder to the sun i had it all and i risked it all
coldplay,r e m    everybody hurts  ,when your day is long and the night  the night is yours alone when youre sure youve had enough of this life  well hang on dont let yourself go cause everybody cries and everybody hurts sometimes sometimes everything is wrong now its time to sing along when your day is night alone  if you feel like letting go  if you think youve had too much of this life  well hang on everybody hurts take comfort in your friends everybody hurts dont throw your hand  oh no dont throw your hand if you feel like youre alone no  no  no  you are not alone if youre on your own in this life the days and nights are long when you think youve had too much of this life to hang on well  everybody hurts sometimes everybody cries everybody hurts sometimes and everybody hurts sometimes so hold on  hold on hold on  hold on  hold on  hold on  hold on  hold on everybody hurts
